5311,5,3,1,1
3200,3,2,0,0
5940,5,9,4,0
2341,2,3,4,1
5632,5,6,3,2
3531,3,5,3,1
4813,4,8,1,3
2163,2,1,6,3
3630,3,6,3,0
2671,2,6,7,1
2821,2,8,2,1
5323,5,3,2,3
3162,3,1,6,2
3142,3,1,4,2
2570,2,5,7,0
3661,3,6,6,1
3350,3,3,5,0
3733,3,7,3,3
3362,3,3,6,2
4122,4,1,2,2
3421,3,4,2,1
5861,5,8,6,1
5202,5,2,0,2
4253,4,2,5,3
5222,5,2,2,2
5320,5,3,2,0
2653,2,6,5,3
5902,5,9,0,2
3093,3,0,9,3
5840,5,8,4,0
3833,3,8,3,3
5372,5,3,7,2
2323,2,3,2,3
3512,3,5,1,2
2952,2,9,5,2
2042,2,0,4,2
3221,3,2,2,1
5712,5,7,1,2
3993,3,9,9,3
2710,2,7,1,0
5251,5,2,5,1
3740,3,7,4,0
3230,3,2,3,0
3042,3,0,4,2
2342,2,3,4,2
3243,3,2,4,3
3701,3,7,0,1
2560,2,5,6,0
2092,2,0,9,2
3261,3,2,6,1
3943,3,9,4,3
2031,2,0,3,1
4350,4,3,5,0
5290,5,2,9,0
2070,2,0,7,0
2601,2,6,0,1
2890,2,8,9,0
5613,5,6,1,3
3623,3,6,2,3
4671,4,6,7,1
2772,2,7,7,2
2621,2,6,2,1
3152,3,1,5,2
2763,2,7,6,3
5012,5,0,1,2
4442,4,4,4,2
3793,3,7,9,3
5631,5,6,3,1
5132,5,1,3,2
4533,4,5,3,3
4333,4,3,3,3
2731,2,7,3,1
2050,2,0,5,0
5743,5,7,4,3
4113,4,1,1,3
4681,4,6,8,1
5253,5,2,5,3
5553,5,5,5,3
4810,4,8,1,0
3282,3,2,8,2
5291,5,2,9,1
5960,5,9,6,0
2101,2,1,0,1
4532,4,5,3,2
4543,4,5,4,3
5283,5,2,8,3
3212,3,2,1,2
3353,3,3,5,3
5761,5,7,6,1
2111,2,1,1,1
5142,5,1,4,2
3250,3,2,5,0
4761,4,7,6,1
2912,2,9,1,2
2201,2,2,0,1
4530,4,5,3,0
3190,3,1,9,0
3280,3,2,8,0
4683,4,6,8,3
5462,5,4,6,2
5383,5,3,8,3
3813,3,8,1,3
3390,3,3,9,0
4981,4,9,8,1
5663,5,6,6,3
2433,2,4,3,3
4461,4,4,6,1
4453,4,4,5,3
2473,2,4,7,3
5510,5,5,1,0
5463,5,4,6,3
4381,4,3,8,1
4672,4,6,7,2
4352,4,3,5,2
3522,3,5,2,2
3550,3,5,5,0
4943,4,9,4,3
2021,2,0,2,1
4412,4,4,1,2
4363,4,3,6,3
2032,2,0,3,2
4032,4,0,3,2
4430,4,4,3,0
5562,5,5,6,2
5461,5,4,6,1
3690,3,6,9,0
5051,5,0,5,1
3960,3,9,6,0
2280,2,2,8,0
4680,4,6,8,0
3292,3,2,9,2
3940,3,9,4,0
2142,2,1,4,2
3403,3,4,0,3
5220,5,2,2,0
4382,4,3,8,2
3422,3,4,2,2
5501,5,5,0,1
5070,5,0,7,0
4571,4,5,7,1
4200,4,2,0,0
2693,2,6,9,3
4711,4,7,1,1
4151,4,1,5,1
5282,5,2,8,2
3743,3,7,4,3
3112,3,1,1,2
5080,5,0,8,0
3832,3,8,3,2
3482,3,4,8,2
3160,3,1,6,0
5733,5,7,3,3
4353,4,3,5,3
3063,3,0,6,3
4632,4,6,3,2
5093,5,0,9,3
2771,2,7,7,1
2360,2,3,6,0
3712,3,7,1,2
2012,2,0,1,2
3213,3,2,1,3
5943,5,9,4,3
4420,4,4,2,0
5240,5,2,4,0
4370,4,3,7,0
4470,4,4,7,0
3122,3,1,2,2
3393,3,3,9,3
5523,5,5,2,3
5653,5,6,5,3
2782,2,7,8,2
2112,2,1,1,2
3373,3,3,7,3
5343,5,3,4,3
3932,3,9,3,2
2090,2,0,9,0
3491,3,4,9,1
4713,4,7,1,3
5302,5,3,0,2
2781,2,7,8,1
4400,4,4,0,0
4563,4,5,6,3
2741,2,7,4,1
5950,5,9,5,0
3760,3,7,6,0
4281,4,2,8,1
2712,2,7,1,2
5530,5,5,3,0
4842,4,8,4,2
2590,2,5,9,0
2700,2,7,0,0
3401,3,4,0,1
4873,4,8,7,3
3211,3,2,1,1
3570,3,5,7,0
4203,4,2,0,3
3560,3,5,6,0
5983,5,9,8,3
2292,2,2,9,2
5550,5,5,5,0
3552,3,5,5,2
5061,5,0,6,1
2591,2,5,9,1
4272,4,2,7,2
2372,2,3,7,2
2481,2,4,8,1
5340,5,3,4,0
2312,2,3,1,2
2393,2,3,9,3
3130,3,1,3,0
3323,3,3,2,3
5250,5,2,5,0
5741,5,7,4,1
2561,2,5,6,1
5442,5,4,4,2
2091,2,0,9,1
4640,4,6,4,0
4592,4,5,9,2
3651,3,6,5,1
4742,4,7,4,2
5533,5,5,3,3
2391,2,3,9,1
3693,3,6,9,3
4901,4,9,0,1
3563,3,5,6,3
5503,5,5,0,3
5860,5,8,6,0
4283,4,2,8,3
3843,3,8,4,3
3860,3,8,6,0
3201,3,2,0,1
5333,5,3,3,3
2151,2,1,5,1
4502,4,5,0,2
2883,2,8,8,3
4940,4,9,4,0
4931,4,9,3,1
4882,4,8,8,2
5021,5,0,2,1
2161,2,1,6,1
5371,5,3,7,1
5453,5,4,5,3
5141,5,1,4,1
3923,3,9,2,3
5422,5,4,2,2
3253,3,2,5,3
2260,2,2,6,0
5702,5,7,0,2
3883,3,8,8,3
