96343,3138
30119,2189
63266,2189
72275,256
74270,1410
88098,3038
26547,637
63274,2945
31245,2605
89754,3130
66339,3121
12125,867
92518,2554
24962,1376
16138,2469
18962,1012
75808,1166
86186,1240
91676,1300
27211,1481
88964,1579
45509,641
59831,135
66870,135
70116,135
94166,2519
50026,1925
70291,1925
70334,135
84570,466
38141,2214
70461,2214
18783,60
54851,1300
72917,1300
61781,2696
50380,3141
55880,1120
74861,2693
63352,1240
45953,1095
90805,78
17657,1765
24752,2072
94891,1104
77080,380
42067,1742
24318,2711
80305,1314
10998,584
52339,520
39931,2711
96682,2711
64718,1948
55114,1084
12291,2533
80045,1348
75804,789
70833,789
20702,1425
90604,1181
49249,50
67641,858
31356,2207
77914,325
52008,2472
97794,787
28106,1349
28534,1318
40032,2388
96566,1314
75756,1663
46181,1663
67796,2371
63656,1782
45838,1782
94386,1006
87090,2334
84892,1117
31649,555
27765,2885
29634,1788
25251,737
29100,3026
62328,2962
47694,866
78319,3026
20650,450
17914,555
52727,555
20354,2565
75651,2077
52094,1426
95141,1849
20749,3035
74050,1931
80651,3106
50711,1624
52812,1932
34044,3054
54616,2833
49475,1037
47050,1593
12242,495
79790,762
27147,2158
66946,3059
26315,104
18786,2430
19021,1932
57246,3054
90154,329
15550,279
26376,2184
64734,2284
91530,1901
52402,445
85385,1943
31518,1901
52245,307
69558,1887
88519,2085
60810,2389
50789,2281
17168,425
78455,2799
75204,1230
77502,2451
19844,2125
24480,2625
37463,2198
92222,2200
23694,46
71400,785
13795,1495
14448,864
95849,1494
90943,1896
79639,651
95990,2367
26498,2683
65670,2577
67942,1106
56133,1394
33416,2367
45375,864
59942,693
39285,2372
49001,864
35997,2198
88450,2744
65140,432
19797,2116
91022,2401
43631,693
41330,2500
48533,2382
65393,831
51282,594
68584,265
18649,2377
21913,1354
63619,2417
48382,2596
51330,2901
30153,1520
12555,1282
33111,803
85035,1768
77857,1520
75479,335
58725,1354
17532,2452
94851,273
63543,1067
89896,674
50425,1921
89446,288
92438,1067
77677,1384
66189,72
37344,305
15678,1556
39649,2677
17696,286
63050,2443
72587,112
70253,2541
13770,2393
75546,1767
27608,2413
46128,2339
45824,2893
32844,1085
17834,2708
61585,2708
63548,203
79891,2539
48544,412
16411,2421
80702,1216
46028,927
29831,566
95952,566
64377,3031
80611,3031
81758,744
35640,744
71399,928
63784,2569
52018,849
28027,3048
47239,908
29763,509
46085,2676
32315,1361
97414,1608
72620,3136
79871,1523
96389,1124
61397,2961
94559,2997
24886,499
71344,2957
99024,3044
26701,994
25893,1469
68522,3001
39396,559
72366,1709
41060,1732
39040,2541
12289,2524
72850,1909
34621,3033
95820,2731
22059,1323
65709,2181
12031,1138
48123,2076
84049,1912
55542,589
77622,3092
38579,2025
23494,2037
77269,1973
64759,843
32718,1038
16927,467
11913,1323
88495,1450
51004,2951
76088,145
54882,1543
40732,207
63359,2107
94326,1757
36752,2104
97870,2202
86204,1450
95510,2455
26543,2540
80971,77
31983,2756
55431,1744
57505,3023
98408,3064
31198,3102
15710,2553
55399,248
41027,74
56936,1358
40207,2612
59276,2742
89801,1316
21907,2327
13921,1019
14758,1019
75984,2857
77968,2097
94401,952
39822,1590
33772,1848
38160,3067
15654,1136
83080,166
55456,877
81236,2471
34543,1363
54559,2406
79078,1915
38693,3133
99703,966
68984,2850
58589,1021
54304,2095
32941,1859
81558,1517
66504,3076
96148,2819
93144,1187
86244,2850
59058,2446
31142,782
32686,768
66547,393
23866,1827
82073,808
66333,766
58792,96
60073,733
47126,1852
62650,2667
57909,964
31015,1074
71921,1309
17907,2786
35713,3127
49373,58
94037,1728
12487,2153
71685,1121
84830,3079
30052,1518
99787,1144
56251,2728
44227,871
75065,2008
37631,880
46570,2589
54221,3132
34734,2313
32171,1544
14806,681
46438,1206
29804,1980
64297,2227
68918,1873
85132,1082
53140,1272
48542,92
65934,1845
